model,type,review
S12(PD2162),内置程序,任何人都可以唤醒我的语音助手
S12(PD2162),性能赛道,上一个光遇在暴风眼睛了小黑屋之后一直好像跟那卡人家叫我给暴风眼了，他寻找烛火，暴风眼压根都没有烛火希望这个游戏不要让我失望
S12(PD2162),内置程序,vivo可以出一个系统自带的捏脸嘛，求求了。图片那样的就好
S12(PD2162),性能赛道,有点慢下载
S12(PD2162),内置程序,指纹解锁失败，用不上是什么意思
S12(PD2162),内置程序,我的微信接收不到验证码
S12(PD2162),性能赛道,屏幕点好几下才能有反应，有时候还死机，打电话自动挂机
S12(PD2162),发热赛道,购买到现在使用只有半年左右，已经无法快充，甚至是过慢充电，有时候充半小时可能才充了二十左右的电。发热情况异常，平日使用就算只开了微信和qq在使用，也会有轻微发热。
S12(PD2162),性能赛道,打游戏延迟太高 开枪半天才听见声音 
S12(PD2162),发热赛道,电量发热
S12(PD2162),内置程序,所有手机内的游戏方向锁定，希望能够优化的个性化一些，来个比例《左顶右低》这个代表的是，打开游戏时，游戏方向锁定于左手拿的是手机顶部，而右手拿的是手机底部，《右顶左低》这个代表的是，游戏方向锁定于右手在手机顶部，而左手侧在手机底部，不然方向锁定依靠打开游戏方式的当前方向来锁定的话，有时候方向是反的，而我们要把方向调回来的时候要滑出游戏的工具，把方向锁定关了再将方向调回来再把方向锁定给开，这样很麻烦
S12(PD2162),发热赛道,手机打视频 非常卡顿 发热严重  闪退 死机
S12(PD2162),性能赛道,芯片建议可以出一个分解功能，把没用的芯片分解了，可以换别的，不然太难得了
S12(PD2162),内置程序,为什么来电话时，闪光灯为什么会闪光
S12(PD2162),内置程序,今天好好的就接收不到信息了，不知道什么情况
S12(PD2162),内置程序,必备壁纸
S12(PD2162),内置程序,机器出现所有软件打开都闪退的问题，近半个月两次亲自将机器带至保定市定州市商业街售后检测，第一次刷机处理未改善，本周三在同一售后更换了主板，昨晚上故障重现，系统升级、软件重装无效；对机器质量表示不满，来电要求公司尽快处理机器问题。预留号码：134***5663
S12(PD2162),内置程序,你看一下你是不是用垃圾删除软件删除了。
S12(PD2162),内置程序,其表示通过在（甘肃省武威市天祝县牦牛广场体验店）购买的手机，现在不管是使用的流量和WiFi都会出现转圈，卡顿的现象，卡在X21上都是正常，其于10月21日有亲自将机器带至体验店售后检测，工作人员帮其查询了设置，让其关闭5G开关，但是问题没有解决，来电希望公司协助处理。
S12(PD2162),内置程序,库存照片嘛～
S12(PD2162),内置程序,为什么不显示网易云音乐的悬浮窗
S12(PD2162),续航赛道,关于S12上次反馈的电池框外显示百分比至今也没有得到改善 关于S12电池健康容量什么时候有 两个问题能或采纳改善下
S12(PD2162),内置程序,收不到也发不出短信，有话费，有网络，未设置拦截
S12(PD2162),内置程序,怎么关闭指纹解锁触感震动反馈？？？
S12(PD2162),性能赛道,当初选12G运行好，我的12不卡。
S12(PD2162),内置程序,收不到验证码，谢谢，请快点
S12(PD2162),性能赛道,12感觉也好久不更新，将就用用
S12(PD2162),内置程序,没有背景音乐的设置，希望能把背景音乐和游戏音效可以根据自己的喜好去单独设置。
S12(PD2162),性能赛道,每天最少一次闪退。最多一天三次无缘无故闪退
S12(PD2162),内置程序,文件管理删除的图片没办法恢复
S12(PD2162),内置程序,华为手机可以用vivo主题吗
S12(PD2162),内置程序,步数反应太慢，与步行运动不同步！！！！！
S12(PD2162),内置程序,相册图片什么才能计设图片可以手动排序，图片可以按名称或时间等等来排序。看看小米华为和其它的手机都可以自己手动排序。VIVO的手机真不好用，难道是你们的软件技术不过关。你们全是靠广告欺骗销售的吗？你们的软件很多功能都不完整。好像是去年年底还是今年上市的VIVO 12s（5G手机）功能好用程度都比不过我2018年买的小米手机好用。
S12(PD2162),内置程序,短信删除了怎么回复短信
S12(PD2162),发热赛道,想问一下，vivo s12进行QQ视频聊天或者说微信视频聊天时，手机会很烫很烫，这是因为呈现的画面太高了导致的还是怎么回事呢？（我承认手机视频通话会导致手机发烫，但是之前在用vivo x21的时候差不多一个半小时才会很烫的一个状态，而s12差不多30－40分钟就会很烫导致手机卡顿。）所以想提提意见改善改善
S12(PD2162),内置程序,唤不醒了，呼之不应，呼唤小V小V没反应
S12(PD2162),内置程序,功能异常情况，系统它自动保存图片，烦死了！
S12(PD2162),内置程序,叫了他每次都 听不见根本就是用不了叫了也听不见不管叫多少次都一样
S12(PD2162),内置程序,机器因微信无法接收消息的故障，于2022年10月18日通过经销商送至黄山市屯溪区黄山西路客户服务中心，现用户反馈：取机回来后还是不能正常使用，机器仍出现微信无法接收消息的故障，而自己是卡车司机，需要时常关注微信群消息，希望尽快为其解决，之前已经有送修过多次，同时有质疑产品质量。建议其检查手机设置网络，确认是否因收发消息太频繁或者发布违规信息被他人举报等原因导致，使用其他手机对比测试，用户不认可，其表示之后会再次送至售后，烦请关注！
S12(PD2162),性能赛道,5G满格还卡
S12(PD2162),内置程序,我个人觉得，这款游戏还是很不错的，游戏画质较高，人物形象，职业的设定也很丰富，打击感较好，剧情也不错，很适合用来消磨时间，即使不氪金也能玩，
S12(PD2162),续航赛道,手机真伪;昨天购买，提示5天前充过电是不是别人用过，告知不能判断，可以查询是否有有提前激活 2022-10-23 *** 手机 S12全网通 屿蓝 PD2162CA 256G+12G 2022-10-23 耗电快异常数据少不能判断是不是正常的，建议晚上待机观察是，大概耗电10%建议放心使用
S12(PD2162),性能赛道,进不去，很卡
S12(PD2162),内置程序,不能自动识别公交卡还是门禁卡，刷卡必须手动来切换。各位也是这样？ 某花为人家就可以。[face:001:0]
S12(PD2162),内置程序,imei码：*** 1、问题现象及复现步骤：相册制作照片电影，选择创作的时候就被直接返回了，无法创作，清除相册数据、重启无效（数据没有丢失）。 2、问题出现次数：必现 3、应用或功能名称：相册 4、应用版本号：V8.5.6.6 5、系统版本号： 6、问题录屏/截图/文件是否提供（已和Log一起上传、单独提供则添加到附件）7、Log提取码8、服务码(没有就不填写) 9、抓Log时问题出现时间点(精确到分)10、是否有承诺回复（承诺回复需备注回复时间）：
S12(PD2162),内置程序,没开免打扰的情况下为什么移动数据开启接受通知还延迟啊？我醉了什么垃圾系统
S12(PD2162),内置程序,手机号泄露 每天都有很多软件给我发很多验证码 骚扰我需要怎么办
S12(PD2162),性能赛道,游戏新模式bug多那别玩，人家新出的容易吗？看1星的傻子，说游戏断触666，拉手机别玩种地去吧？还有就是我皇冠能单人四排匹配  黄金，铂金就挺六的！还有新军需牛的丑S了，转盘  星夜魔法师入场特效有点创新行吗？和心之恋语那些你是换了个色吗？光子
S12(PD2162),续航赛道,充电手机外壳有电流
S12(PD2162),内置程序,图片无法转成长图，只能以拼图的形式拼在一张图上
S12(PD2162),内置程序,机器出现拍照变形、家里wifi连不上、手机连不上数据网络的情现象，于2022/10.20时间通过购买点将机器送到北京市顺义区新顺北大街客户服务中心。经确认，(是公司售后服务中心），检测故障电话打不进来更换了主板，表示手机多次维修过，拍照变形换了摄像头，连不上wifi换了主板，于2022/10/24时间出现换了主板后手机会显示e的情况使用不了流量导致扫不了码，用户来电对表示不满，要求公司协助处理好机器问题。
S12(PD2162),内置程序,建议桌面天气组件像华为手机一样显示具体位置！
S12(PD2162),续航赛道,充电太慢，一个小时只能充到一格电，有的时候充不进去电
S12(PD2162),性能赛道,每次更新都会卡一点，你们真会挣钱啊
S12(PD2162),发热赛道,为什么我的手机容易，很容易发烫;拍照又那么模糊;S12;打视频，语音;拍照时也会;后台没有运行什么;我想问一下，在这个官网买的是不是假的手机;拍照为什么那么模糊？比老人机更模糊;颤抖又防不了;不是说不能更新吗？更新了的话会很卡;他的处理器跟不上啊;怎么查真假手机总感觉这几手机是假的;去年刚出的手机怎么这么不好用;以前买的x九我都挺好的呀;***;是真的手机了;打视频的时候手机太烫了;好吧
S12(PD2162),内置程序,vivo S12手机验证码延迟是什么原因
S12(PD2162),内置程序,为什么有的好多流量开关我看不见，找不到那流量不就你们偷了吗你为什么把流量开关给我？在系统上面设置的我看不见
S12(PD2162),内置程序,拍完照片总是和锐化过度了一样
S12(PD2162),内置程序,这个壁纸好像藏着一个瓜啊[face:021:0][face:021:0][face:021:0][face:045:0][face:045:0][face:052:0]
S12(PD2162),内置程序,希望能在设置里出一个手机在pad上投屏，若黑屏时，pad依然可以看到手机投屏 而不是受限制，可以出个这个开关吗😢 因为每次做笔记或者办公时需要投屏的时候手机黑屏老需要碰手机很不方便
S12(PD2162),内置程序,手机自带的不用的软件太多，占内存
S12(PD2162),内置程序,手机中的原子笔记图标消失了找不回来了，在原子组件里也看不到。
S12(PD2162),性能赛道,打到2－13就得来个首充要不就卡到这了
S12(PD2162),续航赛道,系统为什么消耗这么多电？怎么回事？
S12(PD2162),内置程序,jovi语音跟病毒一样，听歌就会跳出来卡一下，不能正常操作了，突然就会跳出来，不是便利，是骚扰和难受！
