model,type,review
T2x,续航赛道,t2x省电模式有bug。cpu的3.00GHz大核会一直保持满负荷状态，导致虽然开着省电模式，实际耗电跟不开省电模式差不多，甚至还更耗电一些。希望能够解决这个问题。
T2x,续航赛道,这个电池绝对可以了。拿出一个随便碾压
T2x,内置程序,图像不是彩色的吗？怎么是黑白的？
T2x,内置程序,近两天莫名其妙步数为0，全都白跑了。这是咋回事呀？ 
T2x,内置程序,屏幕顶部显示不能批量设置，很麻烦。
T2x,内置程序,是否可以删除官网人工咨询记录<br>验证手机真伪<br>如何验证码手机真伪<br>1;好;如何查询手机真伪;A00000FBF94C87<br>IMEI1: ***<br>IMEI2: ***<br>SN : 3449662684001JS;好的谢谢;如何知道是否是二手手机;没其它的方法;这怎么记算;保修期如何知道;这个可以修改的;好的;没看见有系统管理;看了一下是2022年12月5日的;如果买来不想要退回，那保修日期也是这样吗;拼多多;可以的;就是保修期不能改，别人买了那不是发觉这是二手机吗;我这也不知道是不是官方店铺;就是以前买了同样机型音量更大这次音量怎么更小，就是以前只是手机验证一下，没有官网验证;怎么差异那么大;这部手机音量小好多;户外户内都小好多;不用开免耳朵都听的疼，;实体店没有这种机型这机型只能网购;实体店基本都是过时的机型，新上市机型实体店基本上没有销售，百度查一下这样说的，也到实体店看看都不知道有这机型;备份数据？;哦没事，这是刚买的手机就只简单装了一些，丢失也没关系
T2x,内置程序,建议：相册里删除照片的音效太难受，希望可以让用户选择开启或者关闭这个音效。
T2x,内置程序,可不可以增加多点翻译模式，就像舌吻合格纹还有西班牙文能这样呢
T2x,续航赛道,耗电
T2x,性能赛道,反应慢，卡
T2x,内置程序,手机在游戏中打开小窗口会导致卡顿闪退
T2x,内置程序,默认的第三方应用为原子笔记怎么更改
T2x,内置程序,有没有夜间模式，晚上打字太刺眼了  
T2x,内置程序,希望能升级一下，可以自制主题， 商店里没有什么喜欢的
T2x,内置程序,11月12日以后到现在收不到信息也发不出去信息
T2x,内置程序,vivo T2X能不能设置显示来电卡1或卡2？
T2x,性能赛道,2021和2022版出现 触屏不太灵敏，点击屏幕反应迟钝。
T2x,内置程序,那个图标调不了大小，不小心点错了他就成长方形变成正方形了，调不回去
T2x,内置程序,已经不止一次桌面黑屏了，蓝牙也老不好使
T2x,内置程序,在系统风格为抽屉模式下，在抽屉中将应用按类型分类时，对应用的类型判断不准确，大多应用堆在其他和效率工具中
T2x,内置程序,阅读过的短信丢失，已删除信息里面也找不到
T2x,内置程序,真的为我的工作提高了很大的效率，因为每次开会都要写会议记录，处理文字工作，自从下载了发现里面的语音速记真的太适合我
T2x,内置程序,经历最新系统更新后，主页面频繁黑屏，不显示任何内容，但使用APP正常。望解决
T2x,内置程序,硬是登录不了，收不到验证码，其它软件的短信照常能收到，就它好策的短信发不过来，不是我手机和网络的问题，也试过不同时间段尝试，都是这样，180s数完了不知道多少次了，还是不能登上。
T2x,性能赛道,玩游戏卡死了
T2x,内置程序,vivo钱包也搜不到天府通了[face:002:0]
T2x,性能赛道,有时候玩游戏突然断网，需要重新打开网络才可以回复
T2x,性能赛道,开间小店加载失败
T2x,内置程序,突然无法显示法定节假日
T2x,内置程序,双卡双待欺骗版，文字游戏版，假装版
T2x,内置程序,最上面的状态栏没有显示出来
T2x,性能赛道,卡顿怎么解决
T2x,内置程序,验证码收不到
T2x,内置程序,收不到验证码，怎么回事  
T2x,性能赛道,光遇运行异常是怎么回事
T2x,内置程序,有没有截屏，可以发来看看
T2x,内置程序,进手机游戏平台收不到验证码
T2x,内置程序,怎么关闭自动复制验证码
T2x,性能赛道,vivot2x卡的跟?似的了，还不优化
T2x,性能赛道,卡死了
T2x,续航赛道,耗电
T2x,性能赛道,卡住了吧
T2x,内置程序,页面的字体太小怎么放大
T2x,内置程序,官方提个建议，不知道能不能行，手机锁屏时能不能用。语音输入密码，解开锁屏。
T2x,内置程序,为什么推荐的视频看不了，不主动播放。
T2x,性能赛道,老是中途突然卡了
T2x,性能赛道,玩饥饿鲨时进化了的艾伦老是卡
T2x,内置程序,智慧视觉有些功能用不了(翻译)，但提取文字正常 
T2x,内置程序,广告类信息太多加入黑名单后还是没有拦截
T2x,内置程序,怎么我的是修复分屏，和提升网络流畅性
T2x,性能赛道,卡了
T2x,内置程序,你好，设置选项中的这两个功能重复了，请删除其中一个
T2x,内置程序,开启游戏魔盒打完游戏会直接退出房间，无法点击其他模式看好友都在组队中，游戏掉了还能听到别人的语音说话
T2x,性能赛道,特别卡这个游戏怎么搞的呀你们
T2x,性能赛道,帧率优先没有了
T2x,性能赛道,杂音反应有点慢尽快修复vivo T2x这是我的手机型号另外修复天机1300反应有点慢游戏开不了90帧王者有90帧但是和平精英和使命召唤没有90帧能不能适配谢谢了
T2x,内置程序,可以帮我恢复以前的剪贴板内容嘛 有很重要的信息 找不到了谢谢
T2x,性能赛道,S16为什么用三星处理器
T2x,内置程序,微信更新之后，小窗快速应用不支持微信。
T2x,性能赛道,又是一款高性能的产品
T2x,性能赛道,vivoT2x什么时候才能适配和平精英90帧啊，流畅才只有60帧。王者都能开90帧，再不优化别人都看起vivoT2x了[face:012:0][face:056:0][face:065:0]
T2x,内置程序,免费主题
T2x,性能赛道,进都进不去游戏
T2x,内置程序,vivoT2X能不能出个关闭充满电通知提示音的选项，烦死了，关闭通知微信也没提示音了
T2x,内置程序,收到验证码信息，信息延迟几天收到
T2x,内置程序,建议在xlsx的文档编辑中加入文本框的修改，通过文档扫描生成的文件会有，但无法通过原子笔记修改，还要通过其他应用修改太麻烦了。其次希望能尽快完善其他功能增加软件实用性。 
T2x,性能赛道,断触能修理一下吗
T2x,内置程序,你好 我想问下 这个输入法是更新了吗还是我碰到哪里了 感觉键盘字母好像比之前要小了 而且变成英文字母模式后变成了黑色 我根本就看不清字母了（如图2） 而且符号那儿也好丑啊 怎么才能换回去啊 这个简直太丑了
T2x,内置程序,用手机流量上网会久不久的出现网络异常或者信号不好没有网络
T2x,性能赛道,我真TM服了，刷个今日头条极速版都卡，直接给我卡出来了。系统桌面又加载一下。哎，啥玩意。真的服了。电池又不耐用。我买个手机，用着，遭罪。
T2x,内置程序,nfc啥时可以开通大众帕萨特钥匙？
T2x,性能赛道,玩和平精英时严重掉帧
T2x,性能赛道,触屏不灵敏，有时须点两下。
T2x,续航赛道,应用商店下载的游戏安装后自带社交软件，无法关闭，自动下载，而且迅速耗电
T2x,内置程序,运行白名单找不到在哪设置
T2x,内置程序,有没有將长篇大论的文件索短成小小的程序，有没有这方面的功能，也是为了便于收藏转发
T2x,内置程序,能恢复我删的照片吗，非常需要
T2x,内置程序,关于词库可不可以推出一下医生专用的词库，好多词都不好打出来只能手写
T2x,性能赛道,好卡，老是卡
T2x,性能赛道,不显示闪充，充电口不稳定，自己检测是数据线的问题，想要商家寄给寄一条，商家让其去售后检测，建议其售后检测，或者和商家再沟通协商 *** 贴了钢化屏幕失灵，vivo启航店购买赠送的，告知其可能不兼容，建议其贴手机原厂高清贴膜 
T2x,内置程序,没一个实用的，想要个浓米派的主题咋就这么难
T2x,内置程序,为什么把主题恢复到最初的时候状态栏没有换回来？
T2x,性能赛道,流畅60帧没问题
T2x,性能赛道,设备有点卡顿
T2x,性能赛道,想要Vivo T2x[face:006:0][face:006:0][face:006:0][face:006:0][face:006:0]我的手机太卡了，父母不给换，已经用了四年多了[face:006:0][face:006:0]
T2x,内置程序,如何设置其他更多语言
T2x,内置程序,imei码：*** 1、问题现象及复现步骤：T2x 手机通过OTG功能连接otg解码器后，放歌仍旧是从手机里放出来，昨天去了白云区售后检测，在另外三部vivo机器上都正常使用的，询问是什么原因导致的。重启无效，已是最新版本，用户表示otg是默认开启的，5分钟后也不会自动关闭，还原无效，建议抓音频，用户表示自己不会操作，建议售后协助 2、问题出现次数：必现/一天多次/很难复现（低概率难复现无需建单） 3、应用或功能名称4、应用版本号5、系统版本号：.w10.v000l1 6、问题录屏/截图/文件是否提供（已和Log一起上传、单独提供则添加到附件）7、Log提取码8、服务码(没有就不填写) 9、抓Log时问题出现时间点(精确到分)10、是否有承诺回复（承诺回复需备注回复时间）：
T2x,内置程序,收不到短信验证码没法登录了
T2x,性能赛道,为什么感觉手机看视频感觉卡同样的华为就不卡这是什么情况难道是新手机哪里设置不对吗
T2x,内置程序,建议，加入腾讯视频，和自定义应用，QQ音乐画面适配问题
T2x,内置程序,在深色模式下电子邮箱的字不会变化，会让人看不见（你仔细看中间是有字的，只是黑色的）
T2x,续航赛道,电池在哪弄，要是换电池
T2x,内置程序,发布你的微电影！！！
T2x,内置程序,在系统风格为抽屉模式下，在抽屉中将应用按类型分类时，对应用的类型判断不准确，大多应用堆在其他和效率工具中
T2x,内置程序,增加自定义键盘工具栏功能
T2x,性能赛道,快快sB我着急啊啊啊啊啊
T2x,内置程序,你这种机型有行为壁纸?
T2x,内置程序,农历没有数九伏天以及农机的个个节日
T2x,性能赛道,我开了一把游戏但我进不去
T2x,发热赛道,充电的时候，一直发烫，而且没有使用。拿回来第一天的时候就这样，现在还是这样
T2x,内置程序,我有时需要将音量调整到不到一格的大小但不静音，应该怎么办？
T2x,性能赛道,无法打开游戏，登不进去。
T2x,内置程序,大家发一张照片，分享2022..
T2x,内置程序,通话有杂音，对方能听到声音，微信视频也一样，对方听不到我的声音
T2x,内置程序,中国的日历上怎么会有外国的节日，你是外国的后裔吗，你是在庆祝你的祖宗当年被外国人用子弹贯穿胸膛吗？
